DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB08901,Ponatinib,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08901,Ponatinib,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB08901,Ponatinib,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB08903,Bedaquiline,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08905,Formestane,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08906,Fluticasone furoate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08906,Fluticasone furoate,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB08906,Fluticasone furoate,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB08906,Fluticasone furoate,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08907,Canagliflozin,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB08907,Canagliflozin,SmallMoleculeDrug,P06133,UDP-glucuronosyltransferase 2B4
DB08907,Canagliflozin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08909,Glycerol phenylbutyrate,SmallMoleculeDrug,P16233,Pancreatic triacylglycerol lipase
DB08909,Glycerol phenylbutyrate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08909,Glycerol phenylbutyrate,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB08910,Pomalidomide,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB08910,Pomalidomide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08911,Trametinib,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08911,Trametinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08912,Dabrafenib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08912,Dabrafenib,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08912,Dabrafenib,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB08912,Dabrafenib,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB08912,Dabrafenib,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB08912,Dabrafenib,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB08912,Dabrafenib,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB08918,Levomilnacipran,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08918,Levomilnacipran,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08918,Levomilnacipran,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB08918,Levomilnacipran,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB08918,Levomilnacipran,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB08922,Perospirone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08922,Perospirone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB08922,Perospirone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08922,Perospirone,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB08930,Dolutegravir,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB08930,Dolutegravir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08930,Dolutegravir,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB08930,Dolutegravir,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB08930,Dolutegravir,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB08930,Dolutegravir,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB08930,Dolutegravir,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB08931,Riociguat,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB08931,Riociguat,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08931,Riociguat,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08931,Riociguat,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB08932,Macitentan,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08932,Macitentan,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB08932,Macitentan,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB08932,Macitentan,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB08933,Luliconazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08933,Luliconazole,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB08934,Sofosbuvir,SmallMoleculeDrug,P10619,Lysosomal protective protein
DB08934,Sofosbuvir,SmallMoleculeDrug,Q6LAP9,Carboxylesterase
DB08934,Sofosbuvir,SmallMoleculeDrug,P49773,Histidine triad nucleotide-binding protein 1
DB08934,Sofosbuvir,SmallMoleculeDrug,P30085,UMP-CMP kinase
DB08934,Sofosbuvir,SmallMoleculeDrug,P15531,Nucleoside diphosphate kinase A
DB08949,Inositol nicotinate,SmallMoleculeDrug,P06576,"ATP synthase subunit beta, mitochondrial"
DB08949,Inositol nicotinate,SmallMoleculeDrug,Q96PD7,Diacylglycerol O-acyltransferase 2
DB08952,Indenolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB08953,Indalpine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08962,Glibornuride,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB08970,Fluprednidene,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08970,Fluprednidene,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB08971,Fluocortolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08971,Fluocortolone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB08972,Flumequine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB08980,Fendiline,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08992,Eperisone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB08995,Diosmin,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB08995,Diosmin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB08995,Diosmin,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB08995,Diosmin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09013,Befunolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09017,Brotizolam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09019,Bromhexine,SmallMoleculeDrug,Q9BYF1,Angiotensin-converting enzyme 2
DB09026,Aliskiren,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09030,Vorapaxar,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09030,Vorapaxar,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB09031,Miltefosine,SmallMoleculeDrug,Q13393,Phospholipase D1
DB09034,Suvorexant,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09038,Empagliflozin,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB09038,Empagliflozin,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB09038,Empagliflozin,SmallMoleculeDrug,Q9HAW9,UDP-glucuronosyltransferase 1-8
DB09038,Empagliflozin,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB09039,Eliglustat,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09039,Eliglustat,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09042,Tedizolid phosphate,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB09042,Tedizolid phosphate,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB09048,Netupitant,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB09048,Netupitant,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09048,Netupitant,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09048,Netupitant,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09049,Naloxegol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09049,Naloxegol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09049,Naloxegol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09053,Ibrutinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09053,Ibrutinib,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09053,Ibrutinib,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09054,Idelalisib,SmallMoleculeDrug,Q06278,Aldehyde oxidase
DB09054,Idelalisib,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09054,Idelalisib,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09054,Idelalisib,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09054,Idelalisib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09054,Idelalisib,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09054,Idelalisib,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB09054,Idelalisib,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB09054,Idelalisib,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB09061,Cannabidiol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09061,Cannabidiol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09061,Cannabidiol,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09061,Cannabidiol,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09061,Cannabidiol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09061,Cannabidiol,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB09061,Cannabidiol,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB09061,Cannabidiol,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB09061,Cannabidiol,SmallMoleculeDrug,Q16678,Cytochrome P450 1B1
DB09061,Cannabidiol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09061,Cannabidiol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09061,Cannabidiol,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB09061,Cannabidiol,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB09061,Cannabidiol,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09061,Cannabidiol,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB09061,Cannabidiol,SmallMoleculeDrug,O75795,UDP-glucuronosyltransferase 2B17
DB09061,Cannabidiol,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB09061,Cannabidiol,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB09061,Cannabidiol,SmallMoleculeDrug,Q9HAW7,UDP-glucuronosyltransferase 1-7
DB09061,Cannabidiol,SmallMoleculeDrug,F1T0I5,Arylalkylamine N-acetyltransferase
DB09061,Cannabidiol,SmallMoleculeDrug,O00519,Fatty-acid amide hydrolase 1
DB09061,Cannabidiol,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase
DB09061,Cannabidiol,SmallMoleculeDrug,P16050,Arachidonate 15-lipoxygenase
DB09061,Cannabidiol,SmallMoleculeDrug,Q08257,Quinone oxidoreductase
DB09063,Ceritinib,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09063,Ceritinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09065,Cobicistat,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09065,Cobicistat,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB09065,Cobicistat,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB09065,Cobicistat,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09068,Vortioxetine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09068,Vortioxetine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09068,Vortioxetine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09068,Vortioxetine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09068,Vortioxetine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09068,Vortioxetine,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB09068,Vortioxetine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09068,Vortioxetine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09070,Tibolone,SmallMoleculeDrug,P08842,Steryl-sulfatase
DB09070,Tibolone,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
DB09070,Tibolone,SmallMoleculeDrug,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
DB09070,Tibolone,SmallMoleculeDrug,P50225,Sulfotransferase 1A1
DB09071,Tasimelteon,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09071,Tasimelteon,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09072,Sodium oxybate,SmallMoleculeDrug,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial"
DB09072,Sodium oxybate,SmallMoleculeDrug,Q8IWW8,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial"
DB09072,Sodium oxybate,SmallMoleculeDrug,Q13423,"NAD(P) transhydrogenase, mitochondrial"
DB09073,Palbociclib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09073,Palbociclib,SmallMoleculeDrug,Q06520,Bile salt sulfotransferase
DB09074,Olaparib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09074,Olaparib,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09074,Olaparib,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09074,Olaparib,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB09076,Umeclidinium,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09078,Lenvatinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09078,Lenvatinib,SmallMoleculeDrug,Q06278,Aldehyde oxidase
DB09078,Lenvatinib,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09078,Lenvatinib,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09078,Lenvatinib,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09078,Lenvatinib,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09078,Lenvatinib,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09078,Lenvatinib,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09079,Nintedanib,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB09079,Nintedanib,SmallMoleculeDrug,Q9HAW7,UDP-glucuronosyltransferase 1-7
DB09079,Nintedanib,SmallMoleculeDrug,Q9HAW9,UDP-glucuronosyltransferase 1-8
DB09079,Nintedanib,SmallMoleculeDrug,Q9HAW8,UDP-glucuronosyltransferase 1-10
DB09079,Nintedanib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09080,Olodaterol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09080,Olodaterol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09082,Vilanterol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09083,Ivabradine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09089,Trimebutine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09090,Pinaverium,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09095,Difluocortolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09095,Difluocortolone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09096,Benzoyl peroxide,SmallMoleculeDrug,P04040,Catalase
DB09099,Somatostatin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09101,Elvitegravir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09101,Elvitegravir,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB09102,Daclatasvir,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09102,Daclatasvir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09102,Daclatasvir,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB09102,Daclatasvir,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB09116,Calcium carbimide,SmallMoleculeDrug,P04040,Catalase
DB09117,Paraldehyde,SmallMoleculeDrug,P05091,"Aldehyde dehydrogenase, mitochondrial"
DB09118,Stiripentol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09118,Stiripentol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09118,Stiripentol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09118,Stiripentol,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09118,Stiripentol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09118,Stiripentol,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09118,Stiripentol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09119,Eslicarbazepine acetate,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09119,Eslicarbazepine acetate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09119,Eslicarbazepine acetate,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB09120,Zucapsaicin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09120,Zucapsaicin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09120,Zucapsaicin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09120,Zucapsaicin,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB09123,Dienogest,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09124,Medrogestone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09128,Brexpiprazole,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09128,Brexpiprazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09130,Copper,SmallMoleculeDrug,P00441,Superoxide dismutase [Cu-Zn]
DB09130,Copper,SmallMoleculeDrug,P19801,Amiloride-sensitive amine oxidase [copper-containing]
DB09130,Copper,SmallMoleculeDrug,P28300,Protein-lysine 6-oxidase
DB09130,Copper,SmallMoleculeDrug,P00395,Cytochrome c oxidase subunit 1
DB09130,Copper,SmallMoleculeDrug,P14679,Tyrosinase
DB09130,Copper,SmallMoleculeDrug,P09172,Dopamine beta-hydroxylase
DB09130,Copper,SmallMoleculeDrug,P19021,Peptidyl-glycine alpha-amidating monooxygenase
DB09130,Copper,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB09130,Copper,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB09130,Copper,SmallMoleculeDrug,P03950,Angiogenin
DB09130,Copper,SmallMoleculeDrug,P04156,Major prion protein
DB09143,Sonidegib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09148,Florbetaben (18F),SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB09148,Florbetaben (18F),SmallMoleculeDrug,P78329,Phylloquinone omega-hydroxylase CYP4F2
DB09166,Etizolam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09166,Etizolam,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB09166,Etizolam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09167,Dosulepin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09167,Dosulepin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09167,Dosulepin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09167,Dosulepin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09173,Butyrfentanyl,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09173,Butyrfentanyl,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09183,Dasabuvir,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09183,Dasabuvir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09183,Dasabuvir,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09183,Dasabuvir,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB09185,Viloxazine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09185,Viloxazine,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB09185,Viloxazine,SmallMoleculeDrug,P54855,UDP-glucuronosyltransferase 2B15
DB09185,Viloxazine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09185,Viloxazine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09185,Viloxazine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09185,Viloxazine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09195,Lorpiprazole,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09195,Lorpiprazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09198,Lobeglitazone,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09198,Lobeglitazone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09198,Lobeglitazone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09198,Lobeglitazone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09198,Lobeglitazone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09199,Netoglitazone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09199,Netoglitazone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09200,Rivoglitazone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09200,Rivoglitazone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09201,Ciglitazone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09201,Ciglitazone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09204,Arotinolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09205,Moxisylyte,SmallMoleculeDrug,P06276,Cholinesterase
DB09205,Moxisylyte,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09205,Moxisylyte,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB09205,Moxisylyte,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09205,Moxisylyte,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB09212,Loxoprofen,SmallMoleculeDrug,P16152,Carbonyl reductase [NADPH] 1
DB09212,Loxoprofen,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09212,Loxoprofen,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB09212,Loxoprofen,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09212,Loxoprofen,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB09212,Loxoprofen,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB09213,Dexibuprofen,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09213,Dexibuprofen,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09213,Dexibuprofen,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB09213,Dexibuprofen,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB09213,Dexibuprofen,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB09213,Dexibuprofen,SmallMoleculeDrug,P06133,UDP-glucuronosyltransferase 2B4
DB09213,Dexibuprofen,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09213,Dexibuprofen,SmallMoleculeDrug,D6RB81,Alpha-methylacyl-CoA racemase
DB09213,Dexibuprofen,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB09214,Dexketoprofen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB09214,Dexketoprofen,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB09216,Tolfenamic acid,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09221,Polaprezinc,SmallMoleculeDrug,P00441,Superoxide dismutase [Cu-Zn]
DB09221,Polaprezinc,SmallMoleculeDrug,P09601,Heme oxygenase 1
DB09221,Polaprezinc,SmallMoleculeDrug,P04179,"Superoxide dismutase [Mn], mitochondrial"
DB09221,Polaprezinc,SmallMoleculeDrug,P30711,Glutathione S-transferase theta-1
DB09221,Polaprezinc,SmallMoleculeDrug,P07203,Glutathione peroxidase 1
DB09221,Polaprezinc,SmallMoleculeDrug,Q06830,Peroxiredoxin-1
DB09221,Polaprezinc,SmallMoleculeDrug,P30044,"Peroxiredoxin-5, mitochondrial"
DB09223,Blonanserin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09224,Melperone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09225,Zotepine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09225,Zotepine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09227,Barnidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09229,Aranidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09230,Azelnidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09231,Benidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09231,Benidipine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09232,Cilnidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09234,Darodipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09235,Efonidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09236,Lacidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09237,Levamlodipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09237,Levamlodipine,SmallMoleculeDrug,P35228,"Nitric oxide synthase, inducible"
DB09237,Levamlodipine,SmallMoleculeDrug,P29474,"Nitric oxide synthase, endothelial"
DB09238,Manidipine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09238,Manidipine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB09238,Manidipine,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB09238,Manidipine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09238,Manidipine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09238,Manidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09239,Niguldipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09240,Niludipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09241,Methylene blue,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB09241,Methylene blue,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB09241,Methylene blue,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB09241,Methylene blue,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB09241,Methylene blue,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB09241,Methylene blue,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB09241,Methylene blue,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB09241,Methylene blue,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB09241,Methylene blue,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB09241,Methylene blue,SmallMoleculeDrug,P30043,Flavin reductase (NADPH)
DB09241,Methylene blue,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
